disc,distance,value,area,condition,relativedistance,adjreldistance
MAX_17C_Vg_13.oif,65.877,2411.235,170489.129,cold,-41.018,-31.41420943
MAX_17C_Vg_13.oif,67.12,2365.587,170489.129,cold,-39.775,-30.46224048
MAX_17C_Vg_13.oif,68.363,2389.592,170489.129,cold,-38.532,-29.51027153
MAX_17C_Vg_13.oif,69.606,2437.689,170489.129,cold,-37.289,-28.55830258
MAX_17C_Vg_13.oif,70.849,2501.865,170489.129,cold,-36.046,-27.60633364
MAX_17C_Vg_13.oif,72.092,2551.691,170489.129,cold,-34.803,-26.65436469
MAX_17C_Vg_13.oif,73.335,2496.947,170489.129,cold,-33.56,-25.70239574
MAX_17C_Vg_13.oif,74.578,2546.604,170489.129,cold,-32.317,-24.75042679
MAX_17C_Vg_13.oif,75.821,2543.264,170489.129,cold,-31.074,-23.79845784
MAX_17C_Vg_13.oif,77.064,2595.158,170489.129,cold,-29.831,-22.8464889
MAX_17C_Vg_13.oif,78.307,2613.65,170489.129,cold,-28.588,-21.89451995
MAX_17C_Vg_13.oif,79.55,2579.927,170489.129,cold,-27.345,-20.942551
MAX_17C_Vg_13.oif,80.793,2675.926,170489.129,cold,-26.102,-19.99058205
MAX_17C_Vg_13.oif,82.036,2683.339,170489.129,cold,-24.859,-19.0386131
MAX_17C_Vg_13.oif,83.279,2741.517,170489.129,cold,-23.616,-18.08664415
MAX_17C_Vg_13.oif,84.522,2745.417,170489.129,cold,-22.373,-17.13467521
MAX_17C_Vg_13.oif,85.765,2737.698,170489.129,cold,-21.13,-16.18270626
MAX_17C_Vg_13.oif,87.008,2724.693,170489.129,cold,-19.887,-15.23073731
MAX_17C_Vg_13.oif,88.251,2803.548,170489.129,cold,-18.644,-14.27876836
MAX_17C_Vg_13.oif,89.494,2803.326,170489.129,cold,-17.401,-13.32679941
MAX_17C_Vg_13.oif,90.737,2833.538,170489.129,cold,-16.158,-12.37483046
MAX_17C_Vg_13.oif,91.98,2862.373,170489.129,cold,-14.915,-11.42286152
MAX_17C_Vg_13.oif,93.223,2886.121,170489.129,cold,-13.672,-10.47089257
MAX_17C_Vg_13.oif,94.466,2904.429,170489.129,cold,-12.429,-9.518923619
MAX_17C_Vg_13.oif,95.709,2968.332,170489.129,cold,-11.186,-8.566954671
MAX_17C_Vg_13.oif,96.952,3037.606,170489.129,cold,-9.943,-7.614985722
MAX_17C_Vg_13.oif,98.195,3069.321,170489.129,cold,-8.7,-6.663016774
MAX_17C_Vg_13.oif,99.438,3109.14,170489.129,cold,-7.457,-5.711047826
MAX_17C_Vg_13.oif,100.68,3059.082,170489.129,cold,-6.215,-4.759844741
MAX_17C_Vg_13.oif,101.923,3145.086,170489.129,cold,-4.972,-3.807875793
MAX_17C_Vg_13.oif,103.166,3214.354,170489.129,cold,-3.729,-2.855906845
MAX_17C_Vg_13.oif,104.409,3236.377,170489.129,cold,-2.486,-1.903937897
MAX_17C_Vg_13.oif,105.652,3229.604,170489.129,cold,-1.243,-0.9519689483
MAX_17C_Vg_13.oif,106.895,3265.472,170489.129,cold,0,0
MAX_17C_Vg_13.oif,108.138,3238.297,170489.129,cold,1.243,0.9519689483
MAX_17C_Vg_13.oif,109.381,3226.393,170489.129,cold,2.486,1.903937897
MAX_17C_Vg_13.oif,110.624,3222.477,170489.129,cold,3.729,2.855906845
MAX_17C_Vg_13.oif,111.867,3172.092,170489.129,cold,4.972,3.807875793
MAX_17C_Vg_13.oif,113.11,3102.485,170489.129,cold,6.215,4.759844741
MAX_17C_Vg_13.oif,114.353,3058.438,170489.129,cold,7.458,5.71181369
MAX_17C_Vg_13.oif,115.596,3008.118,170489.129,cold,8.701,6.663782638
MAX_17C_Vg_13.oif,116.839,2948.224,170489.129,cold,9.944,7.615751586
MAX_17C_Vg_13.oif,118.082,2951.517,170489.129,cold,11.187,8.567720535
MAX_17C_Vg_13.oif,119.325,2965.993,170489.129,cold,12.43,9.519689483
MAX_17C_Vg_13.oif,120.568,2991.42,170489.129,cold,13.673,10.47165843
MAX_17C_Vg_13.oif,121.811,2946.688,170489.129,cold,14.916,11.42362738
MAX_17C_Vg_13.oif,123.054,2956.612,170489.129,cold,16.159,12.37559633
MAX_17C_Vg_13.oif,124.297,2902.217,170489.129,cold,17.402,13.32756528
MAX_17C_Vg_13.oif,125.54,2922.591,170489.129,cold,18.645,14.27953422
MAX_17C_Vg_13.oif,126.783,2818.108,170489.129,cold,19.888,15.23150317
MAX_17C_Vg_13.oif,128.026,2771.565,170489.129,cold,21.131,16.18347212
MAX_17C_Vg_13.oif,129.269,2801.098,170489.129,cold,22.374,17.13544107
MAX_17C_Vg_13.oif,130.512,2798.071,170489.129,cold,23.617,18.08741002
MAX_17C_Vg_13.oif,131.755,2791.693,170489.129,cold,24.86,19.03937897
MAX_17C_Vg_13.oif,132.998,2831.604,170489.129,cold,26.103,19.99134791
MAX_17C_Vg_13.oif,134.241,2784.351,170489.129,cold,27.346,20.94331686
MAX_17C_Vg_13.oif,135.484,2708.497,170489.129,cold,28.589,21.89528581
MAX_17C_Vg_13.oif,136.727,2696.711,170489.129,cold,29.832,22.84725476
MAX_17C_Vg_13.oif,137.97,2717.279,170489.129,cold,31.075,23.79922371
MAX_17C_Vg_13.oif,139.212,2649.414,170489.129,cold,32.317,24.75042679
MAX_17C_Vg_13.oif,140.455,2644.918,170489.129,cold,33.56,25.70239574
MAX_17C_Vg_13.oif,141.698,2657.329,170489.129,cold,34.803,26.65436469
MAX_17C_Vg_13.oif,142.941,2667.755,170489.129,cold,36.046,27.60633364
MAX_17C_Vg_13.oif,144.184,2704.082,170489.129,cold,37.289,28.55830258
MAX_17C_Vg_13.oif,145.427,2757.602,170489.129,cold,38.532,29.51027153
MAX_17C_Vg_13.oif,146.67,2719.198,170489.129,cold,39.775,30.46224048
MAX_17C_Vg_13.oif,147.913,2679.166,170489.129,cold,41.018,31.41420943
MAX_17C_Vg_13.oif,149.156,2759.12,170489.129,cold,42.261,32.36617838
MAX_17C_Vg_13.oif,150.399,2735.722,170489.129,cold,43.504,33.31814733
MAX_17C_Vg_13.oif,151.642,2674.058,170489.129,cold,44.747,34.27011627
MAX_17C_Vg_13.oif,152.885,2697.29,170489.129,cold,45.99,35.22208522
MAX_17C_Vg_13.oif,154.128,2614.17,170489.129,cold,47.233,36.17405417
MAX_17C_Vg_13.oif,155.371,2588.45,170489.129,cold,48.476,37.12602312
MAX_17C_Vg_13.oif,156.614,2593.533,170489.129,cold,49.719,38.07799207
MAX_17C_Vg_13.oif,157.857,2612.65,170489.129,cold,50.962,39.02996102
MAX_17C_Vg_13.oif,159.1,2673.589,170489.129,cold,52.205,39.98192996
MAX_17C_Vg_13.oif,160.343,2677.248,170489.129,cold,53.448,40.93389891
MAX_17C_Vg_13.oif,161.586,2650.908,170489.129,cold,54.691,41.88586786
MAX_17C_Vg_13.oif,162.829,2691.613,170489.129,cold,55.934,42.83783681
MAX_17C_Vg_13.oif,164.072,2800.908,170489.129,cold,57.177,43.78980576
MAX_17C_Vg_13.oif,165.315,2791.289,170489.129,cold,58.42,44.74177471
MAX_17C_Vg_13.oif,166.558,2741.49,170489.129,cold,59.663,45.69374365
MAX_17C_Vg_13.oif,167.801,2694.905,170489.129,cold,60.906,46.6457126
MAX_17C_Vg_13.oif,169.044,2653.505,170489.129,cold,62.149,47.59768155
MAX_17C_Vg_13.oif,170.287,2604.952,170489.129,cold,63.392,48.5496505
MAX_17C_Vg_13.oif,171.53,2661,170489.129,cold,64.635,49.50161945
MAX_17C_Vg_13.oif,172.773,2683.457,170489.129,cold,65.878,50.4535884
MAX_17C_Vg_13.oif,174.016,2657.814,170489.129,cold,67.121,51.40555734
MAX_17C_Vg_13.oif,175.259,2716.775,170489.129,cold,68.364,52.35752629
MAX_17C_Vg_13.oif,176.502,2671.22,170489.129,cold,69.607,53.30949524
MAX_17C_Vg_13.oif,177.745,2536.597,170489.129,cold,70.85,54.26146419
MAX_17C_Vg_13.oif,178.988,2500.618,170489.129,cold,72.093,55.21343314
MAX_17C_Vg_13.oif,180.23,2500.593,170489.129,cold,73.335,56.16463622
MAX_17C_Vg_13.oif,181.473,2511.691,170489.129,cold,74.578,57.11660517
MAX_17C_Vg_13.oif,182.716,2510.26,170489.129,cold,75.821,58.06857412
MAX_17C_Vg_13.oif,183.959,2499.448,170489.129,cold,77.064,59.02054307
MAX_17C_Vg_13.oif,185.202,2458.238,170489.129,cold,78.307,59.97251201
MAX_17C_Vg_13.oif,186.445,2429.512,170489.129,cold,79.55,60.92448096
MAX_17C_Vg_13.oif,187.688,2443.711,170489.129,cold,80.793,61.87644991
MAX_17C_Vg_13.oif,188.931,2501.271,170489.129,cold,82.036,62.82841886
MAX_17C_Vg_13.oif,190.174,2481.523,170489.129,cold,83.279,63.78038781
MAX_17C_Vg_13.oif,191.417,2420.7,170489.129,cold,84.522,64.73235676
MAX_17C_Vg_13.oif,192.66,2406.07,170489.129,cold,85.765,65.6843257
MAX_17C_Vg_13.oif,193.903,2412.848,170489.129,cold,87.008,66.63629465
MAX_17C_Vg_13.oif,195.146,2457.723,170489.129,cold,88.251,67.5882636
MAX_17C_Vg_13.oif,196.389,2528.25,170489.129,cold,89.494,68.54023255
MAX_17C_Vg_13.oif,197.632,2494.204,170489.129,cold,90.737,69.4922015
MAX_17C_Vg_13.oif,198.875,2497.003,170489.129,cold,91.98,70.44417045
MAX_17C_Vg_13.oif,200.118,2442.383,170489.129,cold,93.223,71.39613939
MAX_17C_Vg_13.oif,201.361,2343.983,170489.129,cold,94.466,72.34810834
MAX_17C_Vg_13.oif,202.604,2336.315,170489.129,cold,95.709,73.30007729
MAX_17C_Vg_13.oif,203.847,2315.432,170489.129,cold,96.952,74.25204624
MAX_17C_Vg_13.oif,205.09,2296.761,170489.129,cold,98.195,75.20401519
MAX_17C_Vg_13.oif,206.333,2227.74,170489.129,cold,99.438,76.15598414
MAX_17C_Vg_13.oif,207.576,2182.208,170489.129,cold,100.681,77.10795308
MAX_17C_Vg_13.oif,208.819,2229.244,170489.129,cold,101.924,78.05992203
MAX_17C_Vg_13.oif,210.062,2209.267,170489.129,cold,103.167,79.01189098
MAX_17C_Vg_13.oif,211.305,2201.426,170489.129,cold,104.41,79.96385993
MAX_17C_Vg_13.oif,212.548,2184.657,170489.129,cold,105.653,80.91582888
MAX_17C_Vg_13.oif,213.791,2172.379,170489.129,cold,106.896,81.86779783
MAX_17C_Vg_13.oif,215.034,2131.87,170489.129,cold,108.139,82.81976677
MAX_17C_Vg_13.oif,216.277,2171.628,170489.129,cold,109.382,83.77173572
MAX_17C_Vg_13.oif,217.52,2065.833,170489.129,cold,110.625,84.72370467
MAX_17C_Vg_13.oif,218.762,2004.931,170489.129,cold,111.867,85.67490775
MAX_17C_Vg_13.oif,220.005,2052.098,170489.129,cold,113.11,86.6268767
MAX_17C_Vg_2.oif,0,1753.602,218584.086,cold,-100.68,-68.09793411
MAX_17C_Vg_2.oif,1.243,1736.506,218584.086,cold,-99.437,-67.25719382
MAX_17C_Vg_2.oif,2.486,1715.03,218584.086,cold,-98.194,-66.41645353
MAX_17C_Vg_2.oif,3.729,1703.556,218584.086,cold,-96.951,-65.57571325
MAX_17C_Vg_2.oif,4.972,1728.541,218584.086,cold,-95.708,-64.73497296
MAX_17C_Vg_2.oif,6.215,1731.759,218584.086,cold,-94.465,-63.89423267
MAX_17C_Vg_2.oif,7.458,1733.013,218584.086,cold,-93.222,-63.05349239
MAX_17C_Vg_2.oif,8.701,1718.268,218584.086,cold,-91.979,-62.2127521
MAX_17C_Vg_2.oif,9.944,1708.007,218584.086,cold,-90.736,-61.37201181
MAX_17C_Vg_2.oif,11.187,1707.748,218584.086,cold,-89.493,-60.53127152
MAX_17C_Vg_2.oif,12.43,1711.873,218584.086,cold,-88.25,-59.69053124
MAX_17C_Vg_2.oif,13.673,1702.018,218584.086,cold,-87.007,-58.84979095
MAX_17C_Vg_2.oif,14.916,1695.974,218584.086,cold,-85.764,-58.00905066
MAX_17C_Vg_2.oif,16.159,1686.017,218584.086,cold,-84.521,-57.16831038
MAX_17C_Vg_2.oif,17.402,1690.962,218584.086,cold,-83.278,-56.32757009
MAX_17C_Vg_2.oif,18.645,1699.694,218584.086,cold,-82.035,-55.4868298
MAX_17C_Vg_2.oif,19.888,1735.346,218584.086,cold,-80.792,-54.64608952
MAX_17C_Vg_2.oif,21.13,1774.062,218584.086,cold,-79.55,-53.80602561
MAX_17C_Vg_2.oif,22.373,1790.518,218584.086,cold,-78.307,-52.96528532
MAX_17C_Vg_2.oif,23.616,1845.002,218584.086,cold,-77.064,-52.12454503
MAX_17C_Vg_2.oif,24.859,1898.98,218584.086,cold,-75.821,-51.28380475
MAX_17C_Vg_2.oif,26.102,1909.858,218584.086,cold,-74.578,-50.44306446
MAX_17C_Vg_2.oif,27.345,1932.466,218584.086,cold,-73.335,-49.60232417
MAX_17C_Vg_2.oif,28.588,1936.261,218584.086,cold,-72.092,-48.76158389
MAX_17C_Vg_2.oif,29.831,1945.305,218584.086,cold,-70.849,-47.9208436
MAX_17C_Vg_2.oif,31.074,1949.705,218584.086,cold,-69.606,-47.08010331
MAX_17C_Vg_2.oif,32.317,1962.08,218584.086,cold,-68.363,-46.23936303
MAX_17C_Vg_2.oif,33.56,2011.307,218584.086,cold,-67.12,-45.39862274
MAX_17C_Vg_2.oif,34.803,2071.458,218584.086,cold,-65.877,-44.55788245
MAX_17C_Vg_2.oif,36.046,2086.706,218584.086,cold,-64.634,-43.71714216
MAX_17C_Vg_2.oif,37.289,2111.472,218584.086,cold,-63.391,-42.87640188
MAX_17C_Vg_2.oif,38.532,2151.985,218584.086,cold,-62.148,-42.03566159
MAX_17C_Vg_2.oif,39.775,2191.285,218584.086,cold,-60.905,-41.1949213
MAX_17C_Vg_2.oif,41.018,2201.219,218584.086,cold,-59.662,-40.35418102
MAX_17C_Vg_2.oif,42.261,2187.546,218584.086,cold,-58.419,-39.51344073
MAX_17C_Vg_2.oif,43.504,2204.167,218584.086,cold,-57.176,-38.67270044
MAX_17C_Vg_2.oif,44.747,2229.343,218584.086,cold,-55.933,-37.83196016
MAX_17C_Vg_2.oif,45.99,2250.711,218584.086,cold,-54.69,-36.99121987
MAX_17C_Vg_2.oif,47.233,2283.567,218584.086,cold,-53.447,-36.15047958
MAX_17C_Vg_2.oif,48.476,2303.634,218584.086,cold,-52.204,-35.30973929
MAX_17C_Vg_2.oif,49.719,2307.508,218584.086,cold,-50.961,-34.46899901
MAX_17C_Vg_2.oif,50.962,2302.788,218584.086,cold,-49.718,-33.62825872
MAX_17C_Vg_2.oif,52.205,2337.738,218584.086,cold,-48.475,-32.78751843
MAX_17C_Vg_2.oif,53.448,2360.982,218584.086,cold,-47.232,-31.94677815
MAX_17C_Vg_2.oif,54.691,2368.387,218584.086,cold,-45.989,-31.10603786
MAX_17C_Vg_2.oif,55.934,2403.938,218584.086,cold,-44.746,-30.26529757
MAX_17C_Vg_2.oif,57.177,2437.565,218584.086,cold,-43.503,-29.42455729
MAX_17C_Vg_2.oif,58.42,2439.353,218584.086,cold,-42.26,-28.583817
MAX_17C_Vg_2.oif,59.662,2429.902,218584.086,cold,-41.018,-27.74375309
MAX_17C_Vg_2.oif,60.905,2470.001,218584.086,cold,-39.775,-26.9030128
MAX_17C_Vg_2.oif,62.148,2483.22,218584.086,cold,-38.532,-26.06227252
MAX_17C_Vg_2.oif,63.391,2484.822,218584.086,cold,-37.289,-25.22153223
MAX_17C_Vg_2.oif,64.634,2544.695,218584.086,cold,-36.046,-24.38079194
MAX_17C_Vg_2.oif,65.877,2545.458,218584.086,cold,-34.803,-23.54005166
MAX_17C_Vg_2.oif,67.12,2526.304,218584.086,cold,-33.56,-22.69931137
MAX_17C_Vg_2.oif,68.363,2564.122,218584.086,cold,-32.317,-21.85857108
MAX_17C_Vg_2.oif,69.606,2562.178,218584.086,cold,-31.074,-21.0178308
MAX_17C_Vg_2.oif,70.849,2559.941,218584.086,cold,-29.831,-20.17709051
MAX_17C_Vg_2.oif,72.092,2561.092,218584.086,cold,-28.588,-19.33635022
MAX_17C_Vg_2.oif,73.335,2602.79,218584.086,cold,-27.345,-18.49560993
MAX_17C_Vg_2.oif,74.578,2635.988,218584.086,cold,-26.102,-17.65486965
MAX_17C_Vg_2.oif,75.821,2684.994,218584.086,cold,-24.859,-16.81412936
MAX_17C_Vg_2.oif,77.064,2719.113,218584.086,cold,-23.616,-15.97338907
MAX_17C_Vg_2.oif,78.307,2751.803,218584.086,cold,-22.373,-15.13264879
MAX_17C_Vg_2.oif,79.55,2765.376,218584.086,cold,-21.13,-14.2919085
MAX_17C_Vg_2.oif,80.793,2789.571,218584.086,cold,-19.887,-13.45116821
MAX_17C_Vg_2.oif,82.036,2790.669,218584.086,cold,-18.644,-12.61042793
MAX_17C_Vg_2.oif,83.279,2803.962,218584.086,cold,-17.401,-11.76968764
MAX_17C_Vg_2.oif,84.522,2832.916,218584.086,cold,-16.158,-10.92894735
MAX_17C_Vg_2.oif,85.765,2821.467,218584.086,cold,-14.915,-10.08820706
MAX_17C_Vg_2.oif,87.008,2882.512,218584.086,cold,-13.672,-9.247466777
MAX_17C_Vg_2.oif,88.251,2903.312,218584.086,cold,-12.429,-8.40672649
MAX_17C_Vg_2.oif,89.494,2897.226,218584.086,cold,-11.186,-7.565986203
MAX_17C_Vg_2.oif,90.737,2882.205,218584.086,cold,-9.943,-6.725245916
MAX_17C_Vg_2.oif,91.98,2854.099,218584.086,cold,-8.7,-5.884505629
MAX_17C_Vg_2.oif,93.223,2855.577,218584.086,cold,-7.457,-5.043765342
MAX_17C_Vg_2.oif,94.466,2844.509,218584.086,cold,-6.214,-4.203025055
MAX_17C_Vg_2.oif,95.709,2896.02,218584.086,cold,-4.971,-3.362284768
MAX_17C_Vg_2.oif,96.952,2965.479,218584.086,cold,-3.728,-2.521544481
MAX_17C_Vg_2.oif,98.195,3055.131,218584.086,cold,-2.485,-1.680804194
MAX_17C_Vg_2.oif,99.438,3125.027,218584.086,cold,-1.242,-0.840063907
MAX_17C_Vg_2.oif,100.68,3161.642,218584.086,cold,0,0
MAX_17C_Vg_2.oif,101.923,3132.569,218584.086,cold,1.243,0.840740287
MAX_17C_Vg_2.oif,103.166,3115.812,218584.086,cold,2.486,1.681480574
MAX_17C_Vg_2.oif,104.409,3094.81,218584.086,cold,3.729,2.522220861
MAX_17C_Vg_2.oif,105.652,3038.009,218584.086,cold,4.972,3.362961148
MAX_17C_Vg_2.oif,106.895,2978.353,218584.086,cold,6.215,4.203701435
MAX_17C_Vg_2.oif,108.138,2944.661,218584.086,cold,7.458,5.044441722
MAX_17C_Vg_2.oif,109.381,2877.433,218584.086,cold,8.701,5.885182009
MAX_17C_Vg_2.oif,110.624,2839.526,218584.086,cold,9.944,6.725922296
MAX_17C_Vg_2.oif,111.867,2847.14,218584.086,cold,11.187,7.566662583
MAX_17C_Vg_2.oif,113.11,2870.958,218584.086,cold,12.43,8.40740287
MAX_17C_Vg_2.oif,114.353,2867.617,218584.086,cold,13.673,9.248143157
MAX_17C_Vg_2.oif,115.596,2820.264,218584.086,cold,14.916,10.08888344
MAX_17C_Vg_2.oif,116.839,2866.086,218584.086,cold,16.159,10.92962373
MAX_17C_Vg_2.oif,118.082,2861.267,218584.086,cold,17.402,11.77036402
MAX_17C_Vg_2.oif,119.325,2833.16,218584.086,cold,18.645,12.61110431
MAX_17C_Vg_2.oif,120.568,2835.739,218584.086,cold,19.888,13.45184459
MAX_17C_Vg_2.oif,121.811,2819.1,218584.086,cold,21.131,14.29258488
MAX_17C_Vg_2.oif,123.054,2796.865,218584.086,cold,22.374,15.13332517
MAX_17C_Vg_2.oif,124.297,2753.512,218584.086,cold,23.617,15.97406545
MAX_17C_Vg_2.oif,125.54,2697.942,218584.086,cold,24.86,16.81480574
MAX_17C_Vg_2.oif,126.783,2642.693,218584.086,cold,26.103,17.65554603
MAX_17C_Vg_2.oif,128.026,2608.543,218584.086,cold,27.346,18.49628631
MAX_17C_Vg_2.oif,129.269,2539.947,218584.086,cold,28.589,19.3370266
MAX_17C_Vg_2.oif,130.512,2526.306,218584.086,cold,29.832,20.17776689
MAX_17C_Vg_2.oif,131.755,2520.508,218584.086,cold,31.075,21.01850718
MAX_17C_Vg_2.oif,132.998,2501.132,218584.086,cold,32.318,21.85924746
MAX_17C_Vg_2.oif,134.241,2456.601,218584.086,cold,33.561,22.69998775
MAX_17C_Vg_2.oif,135.484,2447.627,218584.086,cold,34.804,23.54072804
MAX_17C_Vg_2.oif,136.727,2459.451,218584.086,cold,36.047,24.38146832
MAX_17C_Vg_2.oif,137.97,2469.452,218584.086,cold,37.29,25.22220861
MAX_17C_Vg_2.oif,139.212,2429.802,218584.086,cold,38.532,26.06227252
MAX_17C_Vg_2.oif,140.455,2430.724,218584.086,cold,39.775,26.9030128
MAX_17C_Vg_2.oif,141.698,2499.782,218584.086,cold,41.018,27.74375309
MAX_17C_Vg_2.oif,142.941,2481.126,218584.086,cold,42.261,28.58449338
MAX_17C_Vg_2.oif,144.184,2480.136,218584.086,cold,43.504,29.42523367
MAX_17C_Vg_2.oif,145.427,2438.527,218584.086,cold,44.747,30.26597395
MAX_17C_Vg_2.oif,146.67,2403.126,218584.086,cold,45.99,31.10671424
MAX_17C_Vg_2.oif,147.913,2376.698,218584.086,cold,47.233,31.94745453
MAX_17C_Vg_2.oif,149.156,2385.746,218584.086,cold,48.476,32.78819481
MAX_17C_Vg_2.oif,150.399,2450.042,218584.086,cold,49.719,33.6289351
MAX_17C_Vg_2.oif,151.642,2464.397,218584.086,cold,50.962,34.46967539
MAX_17C_Vg_2.oif,152.885,2466.599,218584.086,cold,52.205,35.31041567
MAX_17C_Vg_2.oif,154.128,2432.531,218584.086,cold,53.448,36.15115596
MAX_17C_Vg_2.oif,155.371,2424.173,218584.086,cold,54.691,36.99189625
MAX_17C_Vg_2.oif,156.614,2397.871,218584.086,cold,55.934,37.83263654
MAX_17C_Vg_2.oif,157.857,2415.366,218584.086,cold,57.177,38.67337682
MAX_17C_Vg_2.oif,159.1,2426.739,218584.086,cold,58.42,39.51411711
MAX_17C_Vg_2.oif,160.343,2399.834,218584.086,cold,59.663,40.3548574
MAX_17C_Vg_2.oif,161.586,2388.312,218584.086,cold,60.906,41.19559768
MAX_17C_Vg_2.oif,162.829,2380.404,218584.086,cold,62.149,42.03633797
MAX_17C_Vg_2.oif,164.072,2344.921,218584.086,cold,63.392,42.87707826
MAX_17C_Vg_2.oif,165.315,2322.849,218584.086,cold,64.635,43.71781854
MAX_17C_Vg_2.oif,166.558,2318.356,218584.086,cold,65.878,44.55855883
MAX_17C_Vg_2.oif,167.801,2292.929,218584.086,cold,67.121,45.39929912
MAX_17C_Vg_2.oif,169.044,2280.701,218584.086,cold,68.364,46.24003941
MAX_17C_Vg_2.oif,170.287,2251.959,218584.086,cold,69.607,47.08077969
MAX_17C_Vg_2.oif,171.53,2236.594,218584.086,cold,70.85,47.92151998
MAX_17C_Vg_2.oif,172.773,2261.141,218584.086,cold,72.093,48.76226027
MAX_17C_Vg_2.oif,174.016,2255.135,218584.086,cold,73.336,49.60300055
MAX_17C_Vg_2.oif,175.259,2267.017,218584.086,cold,74.579,50.44374084
MAX_17C_Vg_2.oif,176.502,2267.407,218584.086,cold,75.822,51.28448113
MAX_17C_Vg_2.oif,177.745,2252.829,218584.086,cold,77.065,52.12522141
MAX_17C_Vg_2.oif,178.988,2276.386,218584.086,cold,78.308,52.9659617
MAX_17C_Vg_2.oif,180.23,2282.28,218584.086,cold,79.55,53.80602561
MAX_17C_Vg_2.oif,181.473,2274.441,218584.086,cold,80.793,54.6467659
MAX_17C_Vg_2.oif,182.716,2315.749,218584.086,cold,82.036,55.48750618
MAX_17C_Vg_2.oif,183.959,2324.982,218584.086,cold,83.279,56.32824647
MAX_17C_Vg_2.oif,185.202,2330.064,218584.086,cold,84.522,57.16898676
MAX_17C_Vg_2.oif,186.445,2307.363,218584.086,cold,85.765,58.00972704
MAX_17C_Vg_2.oif,187.688,2298.144,218584.086,cold,87.008,58.85046733
MAX_17C_Vg_2.oif,188.931,2258.305,218584.086,cold,88.251,59.69120762
MAX_17C_Vg_2.oif,190.174,2217.958,218584.086,cold,89.494,60.5319479
MAX_17C_Vg_2.oif,191.417,2199.477,218584.086,cold,90.737,61.37268819
MAX_17C_Vg_2.oif,192.66,2173.034,218584.086,cold,91.98,62.21342848
MAX_17C_Vg_2.oif,193.903,2155.482,218584.086,cold,93.223,63.05416877
MAX_17C_Vg_2.oif,195.146,2152.555,218584.086,cold,94.466,63.89490905
MAX_17C_Vg_2.oif,196.389,2109.78,218584.086,cold,95.709,64.73564934
MAX_17C_Vg_2.oif,197.632,2088.761,218584.086,cold,96.952,65.57638963
MAX_17C_Vg_2.oif,198.875,2113.931,218584.086,cold,98.195,66.41712991
MAX_17C_Vg_2.oif,200.118,2145.17,218584.086,cold,99.438,67.2578702
MAX_17C_Vg_2.oif,201.361,2072.079,218584.086,cold,100.681,68.09861049
MAX_17C_Vg_2.oif,202.604,2060.895,218584.086,cold,101.924,68.93935077
MAX_17C_Vg_2.oif,203.847,2040.545,218584.086,cold,103.167,69.78009106
MAX_17C_Vg_2.oif,205.09,2065.567,218584.086,cold,104.41,70.62083135
MAX_17C_Vg_2.oif,206.333,2057.051,218584.086,cold,105.653,71.46157164
MAX_17C_Vg_2.oif,207.576,2053.066,218584.086,cold,106.896,72.30231192
MAX_17C_Vg_2.oif,208.819,2011.722,218584.086,cold,108.139,73.14305221
MAX_17C_Vg_2.oif,210.062,1941.929,218584.086,cold,109.382,73.9837925
MAX_17C_Vg_2.oif,211.305,1911.604,218584.086,cold,110.625,74.82453278
MAX_17C_Vg_2.oif,212.548,1903.528,218584.086,cold,111.868,75.66527307
MAX_17C_Vg_2.oif,213.791,1890.288,218584.086,cold,113.111,76.50601336
MAX_17C_Vg_2.oif,215.034,1852.638,218584.086,cold,114.354,77.34675364
MAX_17C_Vg_2.oif,216.277,1850.281,218584.086,cold,115.597,78.18749393
MAX_17C_Vg_2.oif,217.52,1856.43,218584.086,cold,116.84,79.02823422
MAX_17C_Vg_2.oif,218.762,1867.493,218584.086,cold,118.082,79.86829813
MAX_17C_Vg_4.oif,0,2730.738,212893.957,cold,-109.381,-74.96528949
MAX_17C_Vg_4.oif,1.243,2789.681,212893.957,cold,-108.138,-74.11338784
MAX_17C_Vg_4.oif,2.486,2684.459,212893.957,cold,-106.895,-73.26148619
MAX_17C_Vg_4.oif,3.729,2599.083,212893.957,cold,-105.652,-72.40958453
MAX_17C_Vg_4.oif,4.972,2654.874,212893.957,cold,-104.409,-71.55768288
MAX_17C_Vg_4.oif,6.215,2766.332,212893.957,cold,-103.166,-70.70578122
MAX_17C_Vg_4.oif,7.458,2789.652,212893.957,cold,-101.923,-69.85387957
MAX_17C_Vg_4.oif,8.701,2828.697,212893.957,cold,-100.68,-69.00197792
MAX_17C_Vg_4.oif,9.944,2939.894,212893.957,cold,-99.437,-68.15007626
MAX_17C_Vg_4.oif,11.187,3077.232,212893.957,cold,-98.194,-67.29817461
MAX_17C_Vg_4.oif,12.43,3175.807,212893.957,cold,-96.951,-66.44627295
MAX_17C_Vg_4.oif,13.673,3185.119,212893.957,cold,-95.708,-65.5943713
MAX_17C_Vg_4.oif,14.916,3154.781,212893.957,cold,-94.465,-64.74246964
MAX_17C_Vg_4.oif,16.159,3076.75,212893.957,cold,-93.222,-63.89056799
MAX_17C_Vg_4.oif,17.402,2998.472,212893.957,cold,-91.979,-63.03866634
MAX_17C_Vg_4.oif,18.645,2918.566,212893.957,cold,-90.736,-62.18676468
MAX_17C_Vg_4.oif,19.888,2762.842,212893.957,cold,-89.493,-61.33486303
