disc,distance,value,area,condition,relativedistance,adjreldistance
MAX_17C_21dec_16.oif,85.765,2596.236,195064.988,cold,-60.905,-43.6077104
MAX_17C_21dec_16.oif,87.008,2636.378,195064.988,cold,-59.662,-42.7177279
MAX_17C_21dec_16.oif,88.251,2656.555,195064.988,cold,-58.419,-41.8277454
MAX_17C_21dec_16.oif,89.494,2706.306,195064.988,cold,-57.176,-40.93776291
MAX_17C_21dec_16.oif,90.737,2739.186,195064.988,cold,-55.933,-40.04778041
MAX_17C_21dec_16.oif,91.98,2699.442,195064.988,cold,-54.69,-39.15779791
MAX_17C_21dec_16.oif,93.223,2678.406,195064.988,cold,-53.447,-38.26781541
MAX_17C_21dec_16.oif,94.466,2729.321,195064.988,cold,-52.204,-37.37783291
MAX_17C_21dec_16.oif,95.709,2764.068,195064.988,cold,-50.961,-36.48785042
MAX_17C_21dec_16.oif,96.952,2769.143,195064.988,cold,-49.718,-35.59786792
MAX_17C_21dec_16.oif,98.195,2744.61,195064.988,cold,-48.475,-34.70788542
MAX_17C_21dec_16.oif,99.438,2717.312,195064.988,cold,-47.232,-33.81790292
MAX_17C_21dec_16.oif,100.68,2652.803,195064.988,cold,-45.99,-32.92863642
MAX_17C_21dec_16.oif,101.923,2640.988,195064.988,cold,-44.747,-32.03865392
MAX_17C_21dec_16.oif,103.166,2642.247,195064.988,cold,-43.504,-31.14867143
MAX_17C_21dec_16.oif,104.409,2637.944,195064.988,cold,-42.261,-30.25868893
MAX_17C_21dec_16.oif,105.652,2629.12,195064.988,cold,-41.018,-29.36870643
MAX_17C_21dec_16.oif,106.895,2624.692,195064.988,cold,-39.775,-28.47872393
MAX_17C_21dec_16.oif,108.138,2624.368,195064.988,cold,-38.532,-27.58874143
MAX_17C_21dec_16.oif,109.381,2671.479,195064.988,cold,-37.289,-26.69875894
MAX_17C_21dec_16.oif,110.624,2748.011,195064.988,cold,-36.046,-25.80877644
MAX_17C_21dec_16.oif,111.867,2820.738,195064.988,cold,-34.803,-24.91879394
MAX_17C_21dec_16.oif,113.11,2854.226,195064.988,cold,-33.56,-24.02881144
MAX_17C_21dec_16.oif,114.353,2833.809,195064.988,cold,-32.317,-23.13882895
MAX_17C_21dec_16.oif,115.596,2826.984,195064.988,cold,-31.074,-22.24884645
MAX_17C_21dec_16.oif,116.839,2799.119,195064.988,cold,-29.831,-21.35886395
MAX_17C_21dec_16.oif,118.082,2794.633,195064.988,cold,-28.588,-20.46888145
MAX_17C_21dec_16.oif,119.325,2803.647,195064.988,cold,-27.345,-19.57889895
MAX_17C_21dec_16.oif,120.568,2822.804,195064.988,cold,-26.102,-18.68891646
MAX_17C_21dec_16.oif,121.811,2847.873,195064.988,cold,-24.859,-17.79893396
MAX_17C_21dec_16.oif,123.054,2815.924,195064.988,cold,-23.616,-16.90895146
MAX_17C_21dec_16.oif,124.297,2731.395,195064.988,cold,-22.373,-16.01896896
MAX_17C_21dec_16.oif,125.54,2617.859,195064.988,cold,-21.13,-15.12898647
MAX_17C_21dec_16.oif,126.783,2570.913,195064.988,cold,-19.887,-14.23900397
MAX_17C_21dec_16.oif,128.026,2553.415,195064.988,cold,-18.644,-13.34902147
MAX_17C_21dec_16.oif,129.269,2549.219,195064.988,cold,-17.401,-12.45903897
MAX_17C_21dec_16.oif,130.512,2518.551,195064.988,cold,-16.158,-11.56905648
MAX_17C_21dec_16.oif,131.755,2490.033,195064.988,cold,-14.915,-10.67907398
MAX_17C_21dec_16.oif,132.998,2499.356,195064.988,cold,-13.672,-9.78909148
MAX_17C_21dec_16.oif,134.241,2521.983,195064.988,cold,-12.429,-8.899108982
MAX_17C_21dec_16.oif,135.484,2538.405,195064.988,cold,-11.186,-8.009126484
MAX_17C_21dec_16.oif,136.727,2554.632,195064.988,cold,-9.943,-7.119143986
MAX_17C_21dec_16.oif,137.97,2615.388,195064.988,cold,-8.7,-6.229161489
MAX_17C_21dec_16.oif,139.212,2662.689,195064.988,cold,-7.458,-5.339894987
MAX_17C_21dec_16.oif,140.455,2689.843,195064.988,cold,-6.215,-4.449912489
MAX_17C_21dec_16.oif,141.698,2756.427,195064.988,cold,-4.972,-3.559929991
MAX_17C_21dec_16.oif,142.941,2826.592,195064.988,cold,-3.729,-2.669947493
MAX_17C_21dec_16.oif,144.184,2852.169,195064.988,cold,-2.486,-1.779964996
MAX_17C_21dec_16.oif,145.427,2852.299,195064.988,cold,-1.243,-0.8899824978
MAX_17C_21dec_16.oif,146.67,2876.682,195064.988,cold,0,0
MAX_17C_21dec_16.oif,147.913,2822.288,195064.988,cold,1.243,0.8899824978
MAX_17C_21dec_16.oif,149.156,2794.825,195064.988,cold,2.486,1.779964996
MAX_17C_21dec_16.oif,150.399,2803.286,195064.988,cold,3.729,2.669947493
MAX_17C_21dec_16.oif,151.642,2788.756,195064.988,cold,4.972,3.559929991
MAX_17C_21dec_16.oif,152.885,2687.521,195064.988,cold,6.215,4.449912489
MAX_17C_21dec_16.oif,154.128,2582.467,195064.988,cold,7.458,5.339894987
MAX_17C_21dec_16.oif,155.371,2501.296,195064.988,cold,8.701,6.229877484
MAX_17C_21dec_16.oif,156.614,2479.885,195064.988,cold,9.944,7.119859982
MAX_17C_21dec_16.oif,157.857,2465.817,195064.988,cold,11.187,8.00984248
MAX_17C_21dec_16.oif,159.1,2493.947,195064.988,cold,12.43,8.899824978
MAX_17C_21dec_16.oif,160.343,2526.965,195064.988,cold,13.673,9.789807475
MAX_17C_21dec_16.oif,161.586,2510.689,195064.988,cold,14.916,10.67978997
MAX_17C_21dec_16.oif,162.829,2454.228,195064.988,cold,16.159,11.56977247
MAX_17C_21dec_16.oif,164.072,2426.031,195064.988,cold,17.402,12.45975497
MAX_17C_21dec_16.oif,165.315,2338.411,195064.988,cold,18.645,13.34973747
MAX_17C_21dec_16.oif,166.558,2310.561,195064.988,cold,19.888,14.23971996
MAX_17C_21dec_16.oif,167.801,2274.869,195064.988,cold,21.131,15.12970246
MAX_17C_21dec_16.oif,169.044,2244.425,195064.988,cold,22.374,16.01968496
MAX_17C_21dec_16.oif,170.287,2275.615,195064.988,cold,23.617,16.90966746
MAX_17C_21dec_16.oif,171.53,2317.104,195064.988,cold,24.86,17.79964996
MAX_17C_21dec_16.oif,172.773,2296.928,195064.988,cold,26.103,18.68963245
MAX_17C_21dec_16.oif,174.016,2283.716,195064.988,cold,27.346,19.57961495
MAX_17C_21dec_16.oif,175.259,2288.74,195064.988,cold,28.589,20.46959745
MAX_17C_21dec_16.oif,176.502,2270.837,195064.988,cold,29.832,21.35957995
MAX_17C_21dec_16.oif,177.745,2235.438,195064.988,cold,31.075,22.24956244
MAX_17C_21dec_16.oif,178.988,2220.108,195064.988,cold,32.318,23.13954494
MAX_17C_21dec_16.oif,180.23,2183.941,195064.988,cold,33.56,24.02881144
MAX_17C_21dec_16.oif,181.473,2114.754,195064.988,cold,34.803,24.91879394
MAX_17C_21dec_16.oif,182.716,2098.49,195064.988,cold,36.046,25.80877644
MAX_17C_21dec_16.oif,183.959,2129.57,195064.988,cold,37.289,26.69875894
MAX_17C_21dec_16.oif,185.202,2087.12,195064.988,cold,38.532,27.58874143
MAX_17C_21dec_16.oif,186.445,2055.384,195064.988,cold,39.775,28.47872393
MAX_17C_21dec_16.oif,187.688,2010.81,195064.988,cold,41.018,29.36870643
MAX_17C_21dec_16.oif,188.931,1997.583,195064.988,cold,42.261,30.25868893
MAX_17C_21dec_16.oif,190.174,2049.662,195064.988,cold,43.504,31.14867143
MAX_17C_21dec_16.oif,191.417,2090.266,195064.988,cold,44.747,32.03865392
MAX_17C_21dec_16.oif,192.66,2092.508,195064.988,cold,45.99,32.92863642
MAX_17C_21dec_16.oif,193.903,2040.95,195064.988,cold,47.233,33.81861892
MAX_17C_21dec_16.oif,195.146,2016.721,195064.988,cold,48.476,34.70860142
MAX_17C_21dec_16.oif,196.389,2043.944,195064.988,cold,49.719,35.59858391
MAX_17C_21dec_16.oif,197.632,2098.544,195064.988,cold,50.962,36.48856641
MAX_17C_21dec_16.oif,198.875,2066.354,195064.988,cold,52.205,37.37854891
MAX_17C_21dec_16.oif,200.118,2055.449,195064.988,cold,53.448,38.26853141
MAX_17C_21dec_16.oif,201.361,2042.432,195064.988,cold,54.691,39.15851391
MAX_17C_21dec_16.oif,202.604,2074.69,195064.988,cold,55.934,40.0484964
MAX_17C_21dec_16.oif,203.847,2092.298,195064.988,cold,57.177,40.9384789
MAX_17C_21dec_16.oif,205.09,2116.875,195064.988,cold,58.42,41.8284614
MAX_17C_21dec_16.oif,206.333,2155.54,195064.988,cold,59.663,42.7184439
MAX_17C_21dec_16.oif,207.576,2144.065,195064.988,cold,60.906,43.60842639
MAX_17C_21dec_16.oif,208.819,2114.31,195064.988,cold,62.149,44.49840889
MAX_17C_21dec_16.oif,210.062,2106.272,195064.988,cold,63.392,45.38839139
MAX_17C_21dec_16.oif,211.305,2094.259,195064.988,cold,64.635,46.27837389
MAX_17C_21dec_16.oif,212.548,2061.968,195064.988,cold,65.878,47.16835639
MAX_17C_21dec_16.oif,213.791,2029.574,195064.988,cold,67.121,48.05833888
MAX_17C_21dec_16.oif,215.034,2004.23,195064.988,cold,68.364,48.94832138
MAX_17C_21dec_16.oif,216.277,1987.595,195064.988,cold,69.607,49.83830388
MAX_17C_21dec_16.oif,217.52,1939.467,195064.988,cold,70.85,50.72828638
MAX_17C_21dec_16.oif,218.762,1882.268,195064.988,cold,72.092,51.61755288
MAX_17C_21dec_16.oif,220.005,1860.256,195064.988,cold,73.335,52.50753538
MAX_17C_21dec_16.oif,221.248,1826.013,195064.988,cold,74.578,53.39751787
MAX_17C_21dec_16.oif,222.491,1787.484,195064.988,cold,75.821,54.28750037
MAX_17C_21dec_16.oif,223.734,1758.698,195064.988,cold,77.064,55.17748287
MAX_17C_21dec_17.oif,0,1377.808,187040.407,cold,-130.512,-95.42951696
MAX_17C_21dec_17.oif,1.243,1365.662,187040.407,cold,-129.269,-94.52064353
MAX_17C_21dec_17.oif,2.486,1364.291,187040.407,cold,-128.026,-93.61177009
MAX_17C_21dec_17.oif,3.729,1361.685,187040.407,cold,-126.783,-92.70289666
MAX_17C_21dec_17.oif,4.972,1349.791,187040.407,cold,-125.54,-91.79402322
MAX_17C_21dec_17.oif,6.215,1308.611,187040.407,cold,-124.297,-90.88514979
MAX_17C_21dec_17.oif,7.458,1297.341,187040.407,cold,-123.054,-89.97627636
MAX_17C_21dec_17.oif,8.701,1292.814,187040.407,cold,-121.811,-89.06740292
MAX_17C_21dec_17.oif,9.944,1297.486,187040.407,cold,-120.568,-88.15852949
MAX_17C_21dec_17.oif,11.187,1268.815,187040.407,cold,-119.325,-87.24965606
MAX_17C_21dec_17.oif,12.43,1246.881,187040.407,cold,-118.082,-86.34078262
MAX_17C_21dec_17.oif,13.673,1251.126,187040.407,cold,-116.839,-85.43190919
MAX_17C_21dec_17.oif,14.916,1239.395,187040.407,cold,-115.596,-84.52303575
MAX_17C_21dec_17.oif,16.159,1239.316,187040.407,cold,-114.353,-83.61416232
MAX_17C_21dec_17.oif,17.402,1263.482,187040.407,cold,-113.11,-82.70528889
MAX_17C_21dec_17.oif,18.645,1257.251,187040.407,cold,-111.867,-81.79641545
MAX_17C_21dec_17.oif,19.888,1257.925,187040.407,cold,-110.624,-80.88754202
MAX_17C_21dec_17.oif,21.13,1242.729,187040.407,cold,-109.382,-79.97939978
MAX_17C_21dec_17.oif,22.373,1265.759,187040.407,cold,-108.139,-79.07052635
MAX_17C_21dec_17.oif,23.616,1261.291,187040.407,cold,-106.896,-78.16165291
MAX_17C_21dec_17.oif,24.859,1229.003,187040.407,cold,-105.653,-77.25277948
MAX_17C_21dec_17.oif,26.102,1233.621,187040.407,cold,-104.41,-76.34390604
MAX_17C_21dec_17.oif,27.345,1235.905,187040.407,cold,-103.167,-75.43503261
MAX_17C_21dec_17.oif,28.588,1238.182,187040.407,cold,-101.924,-74.52615918
MAX_17C_21dec_17.oif,29.831,1248.26,187040.407,cold,-100.681,-73.61728574
MAX_17C_21dec_17.oif,31.074,1297.136,187040.407,cold,-99.438,-72.70841231
MAX_17C_21dec_17.oif,32.317,1342.112,187040.407,cold,-98.195,-71.79953888
MAX_17C_21dec_17.oif,33.56,1391.063,187040.407,cold,-96.952,-70.89066544
MAX_17C_21dec_17.oif,34.803,1410.579,187040.407,cold,-95.709,-69.98179201
MAX_17C_21dec_17.oif,36.046,1433.442,187040.407,cold,-94.466,-69.07291858
MAX_17C_21dec_17.oif,37.289,1506.896,187040.407,cold,-93.223,-68.16404514
MAX_17C_21dec_17.oif,38.532,1531.648,187040.407,cold,-91.98,-67.25517171
MAX_17C_21dec_17.oif,39.775,1569.475,187040.407,cold,-90.737,-66.34629827
MAX_17C_21dec_17.oif,41.018,1607.456,187040.407,cold,-89.494,-65.43742484
MAX_17C_21dec_17.oif,42.261,1679.154,187040.407,cold,-88.251,-64.52855141
MAX_17C_21dec_17.oif,43.504,1718.703,187040.407,cold,-87.008,-63.61967797
MAX_17C_21dec_17.oif,44.747,1705.071,187040.407,cold,-85.765,-62.71080454
MAX_17C_21dec_17.oif,45.99,1695.338,187040.407,cold,-84.522,-61.80193111
MAX_17C_21dec_17.oif,47.233,1675.713,187040.407,cold,-83.279,-60.89305767
MAX_17C_21dec_17.oif,48.476,1669.871,187040.407,cold,-82.036,-59.98418424
MAX_17C_21dec_17.oif,49.719,1682.505,187040.407,cold,-80.793,-59.0753108
MAX_17C_21dec_17.oif,50.962,1709.832,187040.407,cold,-79.55,-58.16643737
MAX_17C_21dec_17.oif,52.205,1740.992,187040.407,cold,-78.307,-57.25756394
MAX_17C_21dec_17.oif,53.448,1767.491,187040.407,cold,-77.064,-56.3486905
MAX_17C_21dec_17.oif,54.691,1795.486,187040.407,cold,-75.821,-55.43981707
MAX_17C_21dec_17.oif,55.934,1779.121,187040.407,cold,-74.578,-54.53094364
MAX_17C_21dec_17.oif,57.177,1768.404,187040.407,cold,-73.335,-53.6220702
MAX_17C_21dec_17.oif,58.42,1809.52,187040.407,cold,-72.092,-52.71319677
MAX_17C_21dec_17.oif,59.662,1821.243,187040.407,cold,-70.85,-51.80505453
MAX_17C_21dec_17.oif,60.905,1834.638,187040.407,cold,-69.607,-50.89618109
MAX_17C_21dec_17.oif,62.148,1887.059,187040.407,cold,-68.364,-49.98730766
MAX_17C_21dec_17.oif,63.391,1903.159,187040.407,cold,-67.121,-49.07843423
MAX_17C_21dec_17.oif,64.634,1899.493,187040.407,cold,-65.878,-48.16956079
MAX_17C_21dec_17.oif,65.877,1908.149,187040.407,cold,-64.635,-47.26068736
MAX_17C_21dec_17.oif,67.12,1908.422,187040.407,cold,-63.392,-46.35181393
MAX_17C_21dec_17.oif,68.363,1918.759,187040.407,cold,-62.149,-45.44294049
MAX_17C_21dec_17.oif,69.606,1958.275,187040.407,cold,-60.906,-44.53406706
MAX_17C_21dec_17.oif,70.849,1974.872,187040.407,cold,-59.663,-43.62519362
MAX_17C_21dec_17.oif,72.092,2004.185,187040.407,cold,-58.42,-42.71632019
MAX_17C_21dec_17.oif,73.335,2039.06,187040.407,cold,-57.177,-41.80744676
MAX_17C_21dec_17.oif,74.578,2042.368,187040.407,cold,-55.934,-40.89857332
MAX_17C_21dec_17.oif,75.821,2070.986,187040.407,cold,-54.691,-39.98969989
MAX_17C_21dec_17.oif,77.064,2088.279,187040.407,cold,-53.448,-39.08082646
MAX_17C_21dec_17.oif,78.307,2088.329,187040.407,cold,-52.205,-38.17195302
MAX_17C_21dec_17.oif,79.55,2124.906,187040.407,cold,-50.962,-37.26307959
MAX_17C_21dec_17.oif,80.793,2154.134,187040.407,cold,-49.719,-36.35420616
MAX_17C_21dec_17.oif,82.036,2196.014,187040.407,cold,-48.476,-35.44533272
MAX_17C_21dec_17.oif,83.279,2240.13,187040.407,cold,-47.233,-34.53645929
MAX_17C_21dec_17.oif,84.522,2295.104,187040.407,cold,-45.99,-33.62758585
MAX_17C_21dec_17.oif,85.765,2299.09,187040.407,cold,-44.747,-32.71871242
MAX_17C_21dec_17.oif,87.008,2287.65,187040.407,cold,-43.504,-31.80983899
MAX_17C_21dec_17.oif,88.251,2294.951,187040.407,cold,-42.261,-30.90096555
MAX_17C_21dec_17.oif,89.494,2275.1,187040.407,cold,-41.018,-29.99209212
MAX_17C_21dec_17.oif,90.737,2297.499,187040.407,cold,-39.775,-29.08321869
MAX_17C_21dec_17.oif,91.98,2322.55,187040.407,cold,-38.532,-28.17434525
MAX_17C_21dec_17.oif,93.223,2378.806,187040.407,cold,-37.289,-27.26547182
MAX_17C_21dec_17.oif,94.466,2409.395,187040.407,cold,-36.046,-26.35659838
MAX_17C_21dec_17.oif,95.709,2430.7,187040.407,cold,-34.803,-25.44772495
MAX_17C_21dec_17.oif,96.952,2470.871,187040.407,cold,-33.56,-24.53885152
MAX_17C_21dec_17.oif,98.195,2473.791,187040.407,cold,-32.317,-23.62997808
MAX_17C_21dec_17.oif,99.438,2532.862,187040.407,cold,-31.074,-22.72110465
MAX_17C_21dec_17.oif,100.68,2537.743,187040.407,cold,-29.832,-21.81296241
MAX_17C_21dec_17.oif,101.923,2489.267,187040.407,cold,-28.589,-20.90408898
MAX_17C_21dec_17.oif,103.166,2478.468,187040.407,cold,-27.346,-19.99521554
MAX_17C_21dec_17.oif,104.409,2485.388,187040.407,cold,-26.103,-19.08634211
MAX_17C_21dec_17.oif,105.652,2534.778,187040.407,cold,-24.86,-18.17746867
MAX_17C_21dec_17.oif,106.895,2617.275,187040.407,cold,-23.617,-17.26859524
MAX_17C_21dec_17.oif,108.138,2637.586,187040.407,cold,-22.374,-16.35972181
MAX_17C_21dec_17.oif,109.381,2649.343,187040.407,cold,-21.131,-15.45084837
MAX_17C_21dec_17.oif,110.624,2698.554,187040.407,cold,-19.888,-14.54197494
MAX_17C_21dec_17.oif,111.867,2777.676,187040.407,cold,-18.645,-13.63310151
MAX_17C_21dec_17.oif,113.11,2768.757,187040.407,cold,-17.402,-12.72422807
MAX_17C_21dec_17.oif,114.353,2747.933,187040.407,cold,-16.159,-11.81535464
MAX_17C_21dec_17.oif,115.596,2731.281,187040.407,cold,-14.916,-10.9064812
MAX_17C_21dec_17.oif,116.839,2806.834,187040.407,cold,-13.673,-9.997607771
MAX_17C_21dec_17.oif,118.082,2872.951,187040.407,cold,-12.43,-9.088734337
MAX_17C_21dec_17.oif,119.325,2939.288,187040.407,cold,-11.187,-8.179860903
MAX_17C_21dec_17.oif,120.568,2944.952,187040.407,cold,-9.944,-7.27098747
MAX_17C_21dec_17.oif,121.811,2926.105,187040.407,cold,-8.701,-6.362114036
MAX_17C_21dec_17.oif,123.054,2952.035,187040.407,cold,-7.458,-5.453240602
MAX_17C_21dec_17.oif,124.297,2964.69,187040.407,cold,-6.215,-4.544367169
MAX_17C_21dec_17.oif,125.54,2941.385,187040.407,cold,-4.972,-3.635493735
MAX_17C_21dec_17.oif,126.783,3000.012,187040.407,cold,-3.729,-2.726620301
MAX_17C_21dec_17.oif,128.026,3120.705,187040.407,cold,-2.486,-1.817746867
MAX_17C_21dec_17.oif,129.269,3204.077,187040.407,cold,-1.243,-0.9088734337
MAX_17C_21dec_17.oif,130.512,3221.234,187040.407,cold,0,0
MAX_17C_21dec_17.oif,131.755,3184.276,187040.407,cold,1.243,0.9088734337
MAX_17C_21dec_17.oif,132.998,3164.292,187040.407,cold,2.486,1.817746867
MAX_17C_21dec_17.oif,134.241,3159.567,187040.407,cold,3.729,2.726620301
MAX_17C_21dec_17.oif,135.484,3039.224,187040.407,cold,4.972,3.635493735
MAX_17C_21dec_17.oif,136.727,2868.949,187040.407,cold,6.215,4.544367169
MAX_17C_21dec_17.oif,137.97,2810.198,187040.407,cold,7.458,5.453240602
MAX_17C_21dec_17.oif,139.212,2813.992,187040.407,cold,8.7,6.361382843
MAX_17C_21dec_17.oif,140.455,2778.912,187040.407,cold,9.943,7.270256276
MAX_17C_21dec_17.oif,141.698,2748.176,187040.407,cold,11.186,8.17912971
MAX_17C_21dec_17.oif,142.941,2768.244,187040.407,cold,12.429,9.088003144
MAX_17C_21dec_17.oif,144.184,2792.795,187040.407,cold,13.672,9.996876577
MAX_17C_21dec_17.oif,145.427,2816.317,187040.407,cold,14.915,10.90575001
MAX_17C_21dec_17.oif,146.67,2759.184,187040.407,cold,16.158,11.81462344
MAX_17C_21dec_17.oif,147.913,2647.66,187040.407,cold,17.401,12.72349688
MAX_17C_21dec_17.oif,149.156,2586.844,187040.407,cold,18.644,13.63237031
MAX_17C_21dec_17.oif,150.399,2611.998,187040.407,cold,19.887,14.54124375
MAX_17C_21dec_17.oif,151.642,2615.208,187040.407,cold,21.13,15.45011718
MAX_17C_21dec_17.oif,152.885,2626.044,187040.407,cold,22.373,16.35899061
MAX_17C_21dec_17.oif,154.128,2657.914,187040.407,cold,23.616,17.26786405
MAX_17C_21dec_17.oif,155.371,2595.275,187040.407,cold,24.859,18.17673748
MAX_17C_21dec_17.oif,156.614,2510.448,187040.407,cold,26.102,19.08561091
MAX_17C_21dec_17.oif,157.857,2466.544,187040.407,cold,27.345,19.99448435
MAX_17C_21dec_17.oif,159.1,2469.067,187040.407,cold,28.588,20.90335778
MAX_17C_21dec_17.oif,160.343,2440.576,187040.407,cold,29.831,21.81223122
MAX_17C_21dec_17.oif,161.586,2416.969,187040.407,cold,31.074,22.72110465
MAX_17C_21dec_17.oif,162.829,2383.851,187040.407,cold,32.317,23.62997808
MAX_17C_21dec_17.oif,164.072,2379.366,187040.407,cold,33.56,24.53885152
MAX_17C_21dec_17.oif,165.315,2395.06,187040.407,cold,34.803,25.44772495
MAX_17C_21dec_17.oif,166.558,2408.759,187040.407,cold,36.046,26.35659838
MAX_17C_21dec_17.oif,167.801,2359.444,187040.407,cold,37.289,27.26547182
MAX_17C_21dec_17.oif,169.044,2281.955,187040.407,cold,38.532,28.17434525
MAX_17C_21dec_17.oif,170.287,2288.337,187040.407,cold,39.775,29.08321869
MAX_17C_21dec_17.oif,171.53,2304.672,187040.407,cold,41.018,29.99209212
MAX_17C_21dec_17.oif,172.773,2269.105,187040.407,cold,42.261,30.90096555
MAX_17C_21dec_17.oif,174.016,2260.746,187040.407,cold,43.504,31.80983899
MAX_17C_21dec_17.oif,175.259,2229.532,187040.407,cold,44.747,32.71871242
MAX_17C_21dec_17.oif,176.502,2192.748,187040.407,cold,45.99,33.62758585
MAX_17C_21dec_17.oif,177.745,2171.725,187040.407,cold,47.233,34.53645929
MAX_17C_21dec_17.oif,178.988,2111.844,187040.407,cold,48.476,35.44533272
MAX_17C_21dec_17.oif,180.23,2036.714,187040.407,cold,49.718,36.35347496
MAX_17C_21dec_17.oif,181.473,1999.52,187040.407,cold,50.961,37.2623484
MAX_17C_21dec_17.oif,182.716,1966.44,187040.407,cold,52.204,38.17122183
MAX_17C_21dec_17.oif,183.959,1965.473,187040.407,cold,53.447,39.08009526
MAX_17C_21dec_17.oif,185.202,1964.031,187040.407,cold,54.69,39.9889687
MAX_17C_21dec_17.oif,186.445,1966.908,187040.407,cold,55.933,40.89784213
MAX_17C_21dec_17.oif,187.688,1941.941,187040.407,cold,57.176,41.80671556
MAX_17C_21dec_17.oif,188.931,1909.716,187040.407,cold,58.419,42.715589
MAX_17C_21dec_17.oif,190.174,1894.779,187040.407,cold,59.662,43.62446243
MAX_17C_21dec_17.oif,191.417,1906.844,187040.407,cold,60.905,44.53333586
MAX_17C_21dec_17.oif,192.66,1902.048,187040.407,cold,62.148,45.4422093
MAX_17C_21dec_17.oif,193.903,1867.013,187040.407,cold,63.391,46.35108273
MAX_17C_21dec_17.oif,195.146,1869.385,187040.407,cold,64.634,47.25995617
MAX_17C_21dec_17.oif,196.389,1925.049,187040.407,cold,65.877,48.1688296
MAX_17C_21dec_17.oif,197.632,1919.85,187040.407,cold,67.12,49.07770303
MAX_17C_21dec_17.oif,198.875,1894.163,187040.407,cold,68.363,49.98657647
MAX_17C_21dec_17.oif,200.118,1878.328,187040.407,cold,69.606,50.8954499
MAX_17C_21dec_17.oif,201.361,1876.566,187040.407,cold,70.849,51.80432333
MAX_17C_21dec_17.oif,202.604,1899.406,187040.407,cold,72.092,52.71319677
MAX_17C_21dec_17.oif,203.847,1898.254,187040.407,cold,73.335,53.6220702
MAX_17C_21dec_17.oif,205.09,1862.98,187040.407,cold,74.578,54.53094364
MAX_17C_21dec_17.oif,206.333,1812.521,187040.407,cold,75.821,55.43981707
MAX_17C_21dec_17.oif,207.576,1811.521,187040.407,cold,77.064,56.3486905
MAX_17C_21dec_17.oif,208.819,1796.426,187040.407,cold,78.307,57.25756394
MAX_17C_21dec_17.oif,210.062,1789.968,187040.407,cold,79.55,58.16643737
MAX_17C_21dec_17.oif,211.305,1789.256,187040.407,cold,80.793,59.0753108
MAX_17C_21dec_17.oif,212.548,1757.45,187040.407,cold,82.036,59.98418424
MAX_17C_21dec_17.oif,213.791,1747.251,187040.407,cold,83.279,60.89305767
MAX_17C_21dec_17.oif,215.034,1765.431,187040.407,cold,84.522,61.80193111
MAX_17C_21dec_17.oif,216.277,1760.829,187040.407,cold,85.765,62.71080454
MAX_17C_21dec_17.oif,217.52,1737.84,187040.407,cold,87.008,63.61967797
MAX_17C_21dec_17.oif,218.762,1717.344,187040.407,cold,88.25,64.52782021
MAX_17C_21dec_17.oif,220.005,1711.139,187040.407,cold,89.493,65.43669365
MAX_17C_21dec_17.oif,221.248,1744.025,187040.407,cold,90.736,66.34556708
MAX_17C_21dec_17.oif,222.491,1749.978,187040.407,cold,91.979,67.25444051
MAX_17C_21dec_17.oif,223.734,1765.085,187040.407,cold,93.222,68.16331395
MAX_17C_21dec_17.oif,224.977,1740.58,187040.407,cold,94.465,69.07218738
MAX_17C_21dec_17.oif,226.22,1706.599,187040.407,cold,95.708,69.98106082
MAX_17C_21dec_17.oif,227.463,1702.547,187040.407,cold,96.951,70.88993425
MAX_17C_21dec_17.oif,228.706,1686.993,187040.407,cold,98.194,71.79880768
MAX_17C_21dec_17.oif,229.949,1644.704,187040.407,cold,99.437,72.70768112
MAX_17C_21dec_17.oif,231.192,1595.486,187040.407,cold,100.68,73.61655455
MAX_17C_21dec_17.oif,232.435,1566.114,187040.407,cold,101.923,74.52542798
MAX_17C_21dec_17.oif,233.678,1548.022,187040.407,cold,103.166,75.43430142
MAX_17C_21dec_17.oif,234.921,1524.317,187040.407,cold,104.409,76.34317485
MAX_17C_21dec_17.oif,236.164,1472.7,187040.407,cold,105.652,77.25204829
MAX_17C_21dec_17.oif,237.407,1452.753,187040.407,cold,106.895,78.16092172
MAX_17C_21dec_17.oif,238.65,1435.913,187040.407,cold,108.138,79.06979515
MAX_17C_21dec_17.oif,239.893,1404.567,187040.407,cold,109.381,79.97866859
MAX_17C_21dec_17.oif,241.136,1371.657,187040.407,cold,110.624,80.88754202
MAX_17C_21dec_17.oif,242.379,1328.587,187040.407,cold,111.867,81.79641545
MAX_17C_21dec_17.oif,243.622,1268,187040.407,cold,113.11,82.70528889
MAX_17C_21dec_17.oif,244.865,1237.977,187040.407,cold,114.353,83.61416232
MAX_17C_21dec_17.oif,246.108,1230.016,187040.407,cold,115.596,84.52303575
MAX_17C_21dec_17.oif,247.351,1200.733,187040.407,cold,116.839,85.43190919
MAX_17C_21dec_17.oif,248.594,1206.479,187040.407,cold,118.082,86.34078262
MAX_17C_21dec_17.oif,249.837,1214.402,187040.407,cold,119.325,87.24965606
MAX_17C_21dec_17.oif,251.08,1212.05,187040.407,cold,120.568,88.15852949
MAX_17C_21dec_17.oif,252.323,1214.798,187040.407,cold,121.811,89.06740292
MAX_17C_21dec_17.oif,253.566,1216.366,187040.407,cold,123.054,89.97627636
MAX_17C_21dec_17.oif,254.809,1212.054,187040.407,cold,124.297,90.88514979
